        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
disgust 	0.180291	0.085584	0.087679	0.135179	0.081061	0.059337	0.107306	0.102248	0.192066	0.167261	0.105989	0.128941	0.170480	0.115882	0.093522	0.108140	0.083693	0.108438	0.121599	0.066125	0.083655	0.390906	0.108364	0.078717	0.131486	0.095053	0.102651	0.086449	0.102228	0.128154	1.000000	0.161506	0.141900	0.095040	0.107235	0.088518	0.082675	0.083431	0.177115	0.104059	0.088370	0.143623	0.085942	0.117168	0.101752	0.110007	0.208911	0.089832	0.052709	0.110131	0.104606	0.089055	0.080935	0.089295	0.047916	0.090535	0.049920	0.075367	0.073372	0.088096	0.086947	0.130736	0.100867	0.080383	0.089927	0.096306	0.092171	0.112641	0.102083	0.112291	0.080352	0.063510	0.096455	0.100014	0.169607	0.110939	0.092016	0.083660	0.054891	0.088378	0.218991	0.083038	0.069100	0.190927	0.094708	0.086721	0.097397	0.077062	0.087033	0.081738	0.102894	0.086075	0.118450	0.090032	0.058866	0.101032	0.076150	0.085983	0.088181	0.122197	0.067005	0.088532	0.109378	0.090268	0.088959	0.144905	0.284944	0.226527	0.074430	0.173138	0.132152	0.117599	0.101350	0.180500	0.100812	0.244935	0.104562	0.092809	0.076110	0.084400	0.080616	0.112797	0.086877	0.078537	0.092422	0.208784	0.071431	0.106517	0.081428	0.111697	0.063751	0.086113	
dislike 	0.128795	0.150042	0.148373	0.158575	0.124428	0.110938	0.173070	0.126403	0.130146	0.131386	0.179644	0.163365	0.141646	0.101812	0.126914	0.183459	0.113986	0.193469	0.145923	0.090620	0.159511	0.165348	0.189954	0.114317	0.146470	0.141001	0.108734	0.168880	0.152048	0.163166	0.161506	1.000000	0.159150	0.165474	0.163813	0.139385	0.206744	0.134771	0.148511	0.125698	0.193975	0.156663	0.179314	0.146529	0.161449	0.170958	0.138992	0.151657	0.166273	0.122329	0.165030	0.156516	0.149889	0.100316	0.078871	0.174827	0.118334	0.094128	0.095416	0.116582	0.124395	0.110389	0.279196	0.090058	0.149512	0.124379	0.092828	0.127505	0.112421	0.151691	0.097863	0.133526	0.151382	0.149659	0.156877	0.162675	0.123949	0.107557	0.097152	0.091101	0.170149	0.124357	0.152087	0.201485	0.152894	0.145240	0.146811	0.209010	0.121270	0.163041	0.099272	0.102488	0.125706	0.121872	0.061801	0.163719	0.107479	0.105541	0.118743	0.156461	0.201163	0.156477	0.111706	0.133646	0.143376	0.151992	0.276136	0.187685	0.087627	0.205786	0.151085	0.204691	0.190839	0.200498	0.113508	0.144763	0.125722	0.189954	0.109186	0.113989	0.211827	0.155539	0.141728	0.113188	0.144228	0.254024	0.111281	0.175328	0.113136	0.109766	0.127240	0.146753	
dismay  	0.159190	0.172797	0.115211	0.183606	0.139746	0.082403	0.192955	0.140536	0.169026	0.160043	0.199907	0.177121	0.158085	0.119180	0.255504	0.133261	0.105201	0.102494	0.175146	0.051113	0.131325	0.165050	0.132979	0.137535	0.221090	0.158856	0.114609	0.137045	0.199941	0.316313	0.141900	0.159150	1.000000	0.230332	0.113298	0.181276	0.194002	0.110712	0.195085	0.143356	0.133048	0.120352	0.120422	0.190539	0.205599	0.219721	0.207178	0.143620	0.129445	0.222532	0.172335	0.113243	0.112367	0.164293	0.053248	0.144097	0.101287	0.125812	0.115205	0.145973	0.146458	0.118732	0.155028	0.122407	0.185200	0.191190	0.140303	0.154525	0.169352	0.210854	0.111243	0.114532	0.169085	0.149238	0.145392	0.132737	0.126957	0.113606	0.060156	0.130023	0.250469	0.105681	0.104345	0.168222	0.112096	0.124659	0.151026	0.112690	0.226570	0.127543	0.160616	0.141983	0.158641	0.109563	0.105901	0.164632	0.092499	0.142813	0.122750	0.147510	0.090230	0.117407	0.114207	0.104038	0.151271	0.167637	0.204717	0.189023	0.112382	0.128638	0.193940	0.223772	0.247754	0.162514	0.138501	0.208507	0.132683	0.161453	0.172542	0.147945	0.103810	0.164850	0.118059	0.128754	0.182700	0.187523	0.206430	0.141850	0.122615	0.114259	0.083669	0.166696	
displeasure	0.089003	0.152453	0.110907	0.141781	0.117421	0.086735	0.135433	0.116120	0.128127	0.176676	0.154888	0.174551	0.165166	0.099685	0.112111	0.173347	0.089055	0.116632	0.142118	0.070652	0.111452	0.127172	0.109411	0.084154	0.160543	0.151628	0.107040	0.120436	0.157655	0.191195	0.095040	0.165474	0.230332	1.000000	0.101523	0.116635	0.187003	0.090828	0.130961	0.081581	0.172114	0.104572	0.099689	0.152350	0.158391	0.187153	0.126178	0.149322	0.126033	0.135002	0.119727	0.173107	0.152781	0.157709	0.029861	0.128624	0.082687	0.091566	0.072925	0.114072	0.107325	0.092839	0.119975	0.069828	0.077840	0.114240	0.071782	0.178990	0.089763	0.109959	0.087939	0.093624	0.110314	0.098865	0.139085	0.117498	0.100896	0.078723	0.074572	0.098154	0.180191	0.118708	0.141394	0.108291	0.099680	0.099070	0.116049	0.142702	0.165327	0.097648	0.104443	0.088358	0.127368	0.083739	0.055462	0.160458	0.085792	0.439542	0.098839	0.141491	0.117608	0.104482	0.096240	0.092137	0.159951	0.148938	0.156760	0.149346	0.095518	0.086265	0.134676	0.116984	0.144106	0.141157	0.086354	0.139685	0.097664	0.158930	0.110936	0.096177	0.152161	0.106347	0.119666	0.102467	0.112056	0.121468	0.102229	0.141853	0.075220	0.098838	0.100960	0.112731	
distress	0.146622	0.103144	0.119110	0.120351	0.084357	0.096430	0.164541	0.131647	0.109436	0.130784	0.156589	0.118685	0.125918	0.130893	0.117340	0.211292	0.107433	0.062168	0.102162	0.157593	0.141817	0.122444	0.165426	0.115466	0.132453	0.143982	0.158067	0.107235	0.092273	0.135114	0.107235	0.163813	0.113298	0.101523	1.000000	0.139485	0.166672	0.106187	0.159715	0.073827	0.154340	0.140652	0.171411	0.101509	0.160642	0.136097	0.092458	0.096152	0.087070	0.100180	0.154301	0.120254	0.115706	0.075502	0.068700	0.153439	0.110867	0.101427	0.064748	0.105039	0.104118	0.112541	0.117548	0.091309	0.129382	0.140910	0.068282	0.114926	0.074271	0.128972	0.094183	0.091166	0.161532	0.122578	0.139986	0.138174	0.126185	0.121071	0.094832	0.071503	0.129055	0.104142	0.122864	0.124112	0.158729	0.145319	0.120262	0.198426	0.126494	0.159189	0.110968	0.088875	0.141821	0.175090	0.079844	0.143031	0.104157	0.111116	0.093289	0.131959	0.171332	0.096627	0.103324	0.132416	0.117749	0.114866	0.098189	0.208249	0.085751	0.112158	0.088446	0.221211	0.153028	0.119944	0.141276	0.152792	0.130877	0.167410	0.128084	0.099777	0.197614	0.129205	0.124492	0.127279	0.139083	0.138803	0.087921	0.161782	0.111928	0.103584	0.104299	0.132832	
dread   	0.118783	0.113052	0.117277	0.103794	0.091657	0.089077	0.272278	0.120102	0.123136	0.091661	0.182569	0.105804	0.145075	0.158767	0.258757	0.144352	0.097909	0.088030	0.097682	0.105490	0.139890	0.104532	0.164742	0.107399	0.124718	0.122769	0.110040	0.135314	0.122877	0.124887	0.088518	0.139385	0.181276	0.116635	0.139485	1.000000	0.147858	0.100692	0.157455	0.075953	0.151087	0.138770	0.159574	0.109697	0.158952	0.152512	0.279567	0.114442	0.099749	0.281577	0.141755	0.118010	0.106643	0.083316	0.053285	0.200852	0.099760	0.108580	0.070645	0.100613	0.111717	0.101760	0.124159	0.069820	0.126650	0.113743	0.155871	0.101994	0.116206	0.127768	0.102364	0.111702	0.141783	0.111375	0.157523	0.118655	0.117981	0.105711	0.082169	0.081919	0.149246	0.111431	0.094376	0.172188	0.144684	0.122375	0.126465	0.178987	0.104705	0.189962	0.098998	0.075550	0.107658	0.108641	0.129793	0.127937	0.104693	0.102657	0.082195	0.150964	0.154860	0.088838	0.097881	0.101090	0.125754	0.106017	0.122251	0.185374	0.082151	0.100570	0.117692	0.216627	0.151000	0.102250	0.110875	0.129538	0.104928	0.156645	0.229729	0.195054	0.183622	0.116001	0.119370	0.237680	0.102700	0.136067	0.091709	0.205284	0.158226	0.081670	0.107794	0.126923	
eagerness	0.128520	0.201768	0.158281	0.169456	0.141949	0.124989	0.188991	0.145836	0.160194	0.140331	0.216693	0.170831	0.185238	0.124314	0.166738	0.198317	0.116789	0.068579	0.140685	0.100079	0.180677	0.118966	0.187494	0.131357	0.182573	0.193136	0.093826	0.135497	0.159957	0.161281	0.082675	0.206744	0.194002	0.187003	0.166672	0.147858	1.000000	0.174627	0.180611	0.108713	0.316320	0.153951	0.197685	0.189348	0.255795	0.264258	0.097455	0.191713	0.156099	0.123422	0.183857	0.170622	0.184624	0.154465	0.073412	0.202445	0.114781	0.106932	0.103763	0.154296	0.128862	0.134797	0.148650	0.097755	0.190399	0.144036	0.081234	0.144279	0.127808	0.154341	0.118779	0.137860	0.159655	0.159771	0.200428	0.157493	0.137211	0.125533	0.110031	0.122418	0.170162	0.168005	0.144772	0.167715	0.164241	0.171314	0.179970	0.219710	0.139312	0.180384	0.127232	0.226718	0.146793	0.124636	0.061735	0.184307	0.105543	0.183656	0.169707	0.158585	0.288537	0.096637	0.121685	0.143016	0.164968	0.137118	0.173458	0.204724	0.115764	0.142529	0.118460	0.212318	0.201952	0.155394	0.126704	0.173166	0.131592	0.226576	0.156851	0.122609	0.266825	0.183916	0.221739	0.124679	0.163761	0.181856	0.123655	0.188250	0.131521	0.124246	0.266167	0.298757	
ecstasy 	0.098157	0.104742	0.115591	0.083043	0.076423	0.111392	0.128697	0.111837	0.071914	0.101988	0.123747	0.084049	0.093382	0.094085	0.074410	0.139252	0.100175	0.054955	0.084986	0.082679	0.137123	0.078404	0.166398	0.089163	0.085965	0.154363	0.121698	0.099669	0.107946	0.149240	0.083431	0.134771	0.110712	0.090828	0.106187	0.100692	0.174627	1.000000	0.144634	0.069843	0.146412	0.126686	0.186024	0.080853	0.094687	0.134121	0.117537	0.102250	0.070894	0.086487	0.126042	0.104908	0.134530	0.084621	0.090905	0.136280	0.090017	0.091533	0.045951	0.080887	0.108752	0.099684	0.094133	0.073854	0.116467	0.077382	0.080985	0.074087	0.075788	0.112510	0.094119	0.127948	0.089602	0.100642	0.124279	0.111528	0.093034	0.083622	0.098529	0.090070	0.122559	0.139967	0.096156	0.098104	0.115984	0.125207	0.113464	0.179227	0.082228	0.119691	0.096582	0.069705	0.088772	0.117383	0.062955	0.151668	0.082638	0.101192	0.078038	0.139204	0.270022	0.104779	0.086769	0.109112	0.099230	0.105795	0.078177	0.145603	0.077925	0.094973	0.101926	0.153311	0.159219	0.097075	0.101674	0.108398	0.087965	0.126464	0.056188	0.086879	0.164801	0.105702	0.097705	0.069665	0.078682	0.096032	0.081374	0.145244	0.093465	0.081847	0.135068	0.150464	
elation 	0.167942	0.147949	0.121854	0.155179	0.146366	0.115584	0.182905	0.149246	0.187018	0.158871	0.184109	0.157574	0.201587	0.147055	0.179114	0.182955	0.136566	0.101364	0.137952	0.223573	0.158643	0.172666	0.212461	0.131573	0.161748	0.259552	0.146493	0.152531	0.162563	0.162547	0.177115	0.148511	0.195085	0.130961	0.159715	0.157455	0.180611	0.144634	1.000000	0.103740	0.180622	0.163348	0.260697	0.151134	0.227962	0.261451	0.239433	0.120730	0.121104	0.165442	0.143883	0.152340	0.190296	0.272331	0.107556	0.172137	0.105048	0.107562	0.087669	0.130786	0.164514	0.235421	0.182489	0.109826	0.205153	0.198448	0.101283	0.120959	0.146669	0.158288	0.106672	0.119717	0.155567	0.139257	0.175127	0.175279	0.137726	0.132066	0.147668	0.191096	0.289072	0.233017	0.119867	0.177871	0.137081	0.182343	0.188762	0.166341	0.173106	0.145997	0.099511	0.154678	0.198395	0.120006	0.070067	0.167486	0.136058	0.135691	0.176492	0.180046	0.165463	0.131057	0.107146	0.139159	0.129197	0.141970	0.163223	0.264903	0.168086	0.122066	0.125786	0.224024	0.206680	0.161071	0.160909	0.206039	0.142395	0.184518	0.121696	0.104496	0.169916	0.158221	0.206321	0.103354	0.169844	0.171147	0.134908	0.221494	0.149272	0.132818	0.132040	0.185040	
embarrassment	0.098900	0.093071	0.085705	0.132732	0.071569	0.046708	0.077405	0.102762	0.123994	0.121694	0.122054	0.109477	0.087579	0.076922	0.112052	0.090995	0.069732	0.057435	0.125899	0.031727	0.103872	0.151416	0.092124	0.122004	0.177167	0.083070	0.098827	0.081363	0.089717	0.143800	0.104059	0.125698	0.143356	0.081581	0.073827	0.075953	0.108713	0.069843	0.103740	1.000000	0.083243	0.141628	0.097029	0.122562	0.099097	0.122789	0.157289	0.075392	0.086638	0.073663	0.157148	0.094865	0.062210	0.094610	0.037627	0.084699	0.052187	0.089660	0.097443	0.105374	0.249557	0.106340	0.098883	0.129500	0.084351	0.137958	0.076487	0.095488	0.271101	0.135313	0.057590	0.077125	0.171858	0.202623	0.128174	0.097877	0.095621	0.121270	0.045638	0.089958	0.135564	0.063889	0.085580	0.144276	0.104570	0.074066	0.097954	0.067957	0.096742	0.150655	0.095125	0.086435	0.079021	0.093346	0.062520	0.092346	0.068834	0.076128	0.220237	0.118792	0.061733	0.099477	0.111346	0.089530	0.155126	0.116924	0.115565	0.134527	0.070753	0.118772	0.388987	0.115784	0.087308	0.105850	0.093018	0.112642	0.133833	0.098285	0.088795	0.070687	0.054941	0.115317	0.077124	0.075702	0.111971	0.148478	0.086528	0.087486	0.091712	0.097931	0.052417	0.100004	
enthusiasm	0.122292	0.201678	0.156368	0.149927	0.141576	0.130295	0.198097	0.135411	0.132407	0.132785	0.213850	0.170715	0.192710	0.109202	0.134121	0.197803	0.134262	0.082174	0.134042	0.125320	0.171948	0.131729	0.185111	0.132580	0.155311	0.194910	0.105676	0.160640	0.163683	0.151666	0.088370	0.193975	0.133048	0.172114	0.154340	0.151087	0.316320	0.146412	0.180622	0.083243	1.000000	0.174943	0.203377	0.188039	0.263502	0.275481	0.094579	0.212534	0.165718	0.136671	0.172152	0.179386	0.197662	0.133294	0.071118	0.223221	0.123909	0.126556	0.085465	0.133430	0.118429	0.103477	0.161198	0.082507	0.131196	0.118340	0.070488	0.156193	0.097376	0.124439	0.130618	0.153311	0.158787	0.135941	0.260010	0.148745	0.137813	0.111758	0.132851	0.117761	0.176158	0.198713	0.139181	0.145590	0.167493	0.184320	0.165382	0.219798	0.114626	0.161765	0.139293	0.114655	0.148949	0.126706	0.071072	0.269320	0.113796	0.129366	0.103847	0.154417	0.234888	0.094309	0.128818	0.126992	0.143556	0.140202	0.168127	0.201259	0.134072	0.134126	0.114823	0.200901	0.211494	0.157139	0.130412	0.160795	0.129744	0.229705	0.131991	0.126252	0.298274	0.155779	0.166254	0.112473	0.152836	0.151579	0.119877	0.185565	0.108201	0.097541	0.335706	0.234961	
envy    	0.140721	0.139022	0.140584	0.125169	0.106259	0.106385	0.158467	0.133215	0.117376	0.156804	0.156419	0.122325	0.154208	0.120540	0.117658	0.162396	0.129185	0.087238	0.144481	0.125807	0.172021	0.155126	0.188219	0.122203	0.133225	0.132932	0.130585	0.148199	0.147550	0.178793	0.143623	0.156663	0.120352	0.104572	0.140652	0.138770	0.153951	0.126686	0.163348	0.141628	0.174943	1.000000	0.207130	0.158898	0.149257	0.171214	0.159141	0.112562	0.112519	0.135631	0.158580	0.130324	0.113327	0.103356	0.084839	0.142427	0.095015	0.124967	0.094847	0.138873	0.166737	0.142475	0.161558	0.111022	0.179197	0.153072	0.098937	0.092801	0.129400	0.159912	0.096687	0.130821	0.192181	0.177536	0.161505	0.131066	0.115540	0.315617	0.086439	0.096408	0.157469	0.104546	0.131361	0.166948	0.152577	0.191889	0.177612	0.182853	0.127021	0.156906	0.090836	0.109668	0.119812	0.114223	0.089126	0.152437	0.111905	0.104798	0.148458	0.153116	0.160837	0.165974	0.115968	0.143227	0.139856	0.182988	0.184198	0.246458	0.107988	0.128593	0.144419	0.209141	0.166339	0.161656	0.146828	0.185111	0.121863	0.158019	0.091317	0.091067	0.174110	0.241606	0.141803	0.103836	0.150506	0.212085	0.108766	0.169615	0.177599	0.143570	0.093588	0.141803	
euphoria	0.136134	0.108208	0.165552	0.129371	0.086929	0.136555	0.203039	0.144528	0.127205	0.123684	0.191414	0.114384	0.132792	0.128771	0.136303	0.211411	0.092636	0.067382	0.104718	0.125925	0.180669	0.087796	0.218914	0.129753	0.151420	0.148209	0.130890	0.106179	0.125191	0.163643	0.085942	0.179314	0.120422	0.099689	0.171411	0.159574	0.197685	0.186024	0.260697	0.097029	0.203377	0.207130	1.000000	0.152080	0.195954	0.212578	0.170663	0.119851	0.130575	0.134747	0.177909	0.150158	0.146783	0.116846	0.102341	0.206349	0.145811	0.130886	0.081152	0.120390	0.130882	0.141267	0.121751	0.074649	0.200732	0.129455	0.083080	0.082916	0.114126	0.147505	0.119561	0.124809	0.178936	0.175290	0.136252	0.161264	0.125804	0.110937	0.141477	0.159008	0.187670	0.210217	0.124213	0.190856	0.164635	0.155979	0.139698	0.286015	0.114600	0.233947	0.081503	0.086537	0.107174	0.118777	0.072588	0.150803	0.098921	0.092731	0.108489	0.161710	0.258684	0.111149	0.096061	0.131697	0.109036	0.135065	0.122520	0.241868	0.091805	0.143475	0.104761	0.298208	0.194125	0.089207	0.126347	0.141265	0.127273	0.220781	0.094579	0.107773	0.272659	0.160755	0.147961	0.105839	0.156987	0.189627	0.118991	0.193798	0.118140	0.108799	0.185648	0.210480	
exasperation	0.142475	0.184537	0.121173	0.259210	0.203017	0.096443	0.154792	0.123407	0.181899	0.232596	0.206221	0.373727	0.186781	0.093674	0.151687	0.151572	0.106919	0.072060	0.190352	0.068393	0.142690	0.156331	0.130285	0.115477	0.191851	0.159131	0.093981	0.120117	0.162935	0.135657	0.117168	0.146529	0.190539	0.152350	0.101509	0.109697	0.189348	0.080853	0.151134	0.122562	0.188039	0.158898	0.152080	1.000000	0.219570	0.233044	0.121718	0.207337	0.143444	0.141073	0.281485	0.201324	0.133313	0.165652	0.053232	0.162632	0.079399	0.083569	0.385873	0.313763	0.097659	0.092423	0.167393	0.081809	0.103435	0.141624	0.077182	0.169425	0.128199	0.182020	0.110534	0.105339	0.144471	0.155279	0.165319	0.300583	0.124351	0.115697	0.064012	0.132287	0.219929	0.145057	0.103597	0.200513	0.103912	0.125537	0.148744	0.122624	0.116321	0.134698	0.103040	0.113150	0.210791	0.097991	0.048780	0.141004	0.088792	0.136786	0.119555	0.315018	0.136844	0.086383	0.107017	0.122431	0.151442	0.193239	0.211652	0.224068	0.104222	0.117330	0.116340	0.184102	0.165619	0.183236	0.115216	0.189500	0.128501	0.216288	0.162921	0.109001	0.163652	0.198459	0.131529	0.091880	0.173231	0.203029	0.116828	0.127042	0.090845	0.169419	0.123414	0.154801	
excitement	0.142010	0.203347	0.158689	0.165576	0.225465	0.113258	0.179787	0.141148	0.165530	0.168400	0.208475	0.187729	0.218844	0.128501	0.182497	0.195144	0.147044	0.088233	0.149801	0.153931	0.154061	0.133373	0.164839	0.151408	0.176473	0.181304	0.128788	0.143864	0.176793	0.161141	0.101752	0.161449	0.205599	0.158391	0.160642	0.158952	0.255795	0.094687	0.227962	0.099097	0.263502	0.149257	0.195954	0.219570	1.000000	0.369782	0.161084	0.196866	0.148531	0.166231	0.191984	0.158988	0.160244	0.152660	0.058298	0.171019	0.099075	0.118212	0.106271	0.162052	0.136944	0.119592	0.171087	0.137327	0.163526	0.155769	0.088735	0.148331	0.117234	0.161182	0.179152	0.152559	0.169848	0.141764	0.234381	0.156525	0.140964	0.125130	0.078388	0.113813	0.194915	0.170367	0.135517	0.147391	0.176426	0.167405	0.167638	0.158992	0.135340	0.139647	0.129710	0.124655	0.175627	0.127653	0.073345	0.212840	0.123812	0.155748	0.120042	0.164984	0.147835	0.086248	0.127283	0.138566	0.147459	0.150432	0.199989	0.199264	0.143294	0.134837	0.112308	0.191738	0.179340	0.174545	0.140159	0.171985	0.141284	0.210282	0.162076	0.148254	0.338749	0.182518	0.173488	0.125792	0.169706	0.174459	0.124278	0.189944	0.117908	0.104681	0.205528	0.270086	
exhilaration	0.162736	0.226410	0.152588	0.204864	0.162142	0.112871	0.189508	0.158473	0.190920	0.144266	0.229533	0.209216	0.215856	0.132850	0.206436	0.194739	0.148596	0.099742	0.169070	0.114090	0.180102	0.163001	0.179447	0.160802	0.231495	0.212683	0.148991	0.175224	0.213133	0.185402	0.110007	0.170958	0.219721	0.187153	0.136097	0.152512	0.264258	0.134121	0.261451	0.122789	0.275481	0.171214	0.212578	0.233044	0.369782	1.000000	0.147238	0.235258	0.171595	0.173243	0.181859	0.166067	0.180410	0.256409	0.078145	0.207868	0.115217	0.128536	0.121176	0.191324	0.157959	0.156927	0.189981	0.120565	0.197586	0.193081	0.106246	0.178537	0.159353	0.183208	0.132014	0.152459	0.176505	0.173516	0.202123	0.155845	0.162578	0.121830	0.108200	0.154243	0.254769	0.186906	0.139314	0.182190	0.147743	0.169761	0.200785	0.161381	0.165601	0.154049	0.163563	0.152657	0.169837	0.131922	0.085431	0.213314	0.125386	0.205858	0.171849	0.173479	0.192618	0.117710	0.144409	0.134634	0.160032	0.170670	0.218940	0.208385	0.145836	0.147672	0.144592	0.206242	0.202434	0.197778	0.149864	0.221730	0.153254	0.225412	0.187250	0.175220	0.285664	0.194475	0.187247	0.123453	0.186883	0.184472	0.150329	0.194849	0.140002	0.099079	0.208415	0.289140	
fear    	0.187412	0.109437	0.115491	0.138312	0.105067	0.056911	0.244639	0.124404	0.219955	0.202946	0.147384	0.142330	0.198096	0.235131	0.219818	0.135612	0.153283	0.180817	0.140859	0.085856	0.120507	0.224697	0.223367	0.115194	0.134531	0.120582	0.130764	0.124485	0.159307	0.132065	0.208911	0.138992	0.207178	0.126178	0.092458	0.279567	0.097455	0.117537	0.239433	0.157289	0.094579	0.159141	0.170663	0.121718	0.161084	0.147238	1.000000	0.114702	0.089529	0.423836	0.174827	0.126032	0.132477	0.127655	0.069625	0.103036	0.051273	0.149782	0.075303	0.106774	0.182352	0.235416	0.212280	0.112454	0.183550	0.142541	0.141564	0.118712	0.228057	0.221253	0.102300	0.128109	0.189332	0.164415	0.182940	0.143541	0.111421	0.148174	0.047874	0.135760	0.273871	0.090044	0.139941	0.253045	0.117510	0.142276	0.124721	0.072197	0.120823	0.100079	0.089355	0.099575	0.154746	0.117557	0.125434	0.150419	0.167458	0.140424	0.119661	0.218545	0.062869	0.116271	0.137510	0.124130	0.189198	0.155879	0.204402	0.243883	0.081190	0.084212	0.133289	0.214847	0.178921	0.177575	0.124740	0.200483	0.139754	0.111677	0.127152	0.112972	0.081050	0.120683	0.086570	0.121721	0.109847	0.164995	0.126074	0.176610	0.199404	0.095437	0.071771	0.122641	
ferocity	0.096833	0.192455	0.103580	0.150366	0.140650	0.101939	0.145072	0.112218	0.124723	0.126573	0.187466	0.181741	0.172833	0.110941	0.134959	0.144735	0.124358	0.082486	0.204862	0.072693	0.133324	0.137404	0.133438	0.116223	0.159792	0.152068	0.091950	0.136958	0.173917	0.121465	0.089832	0.151657	0.143620	0.149322	0.096152	0.114442	0.191713	0.102250	0.120730	0.075392	0.212534	0.112562	0.119851	0.207337	0.196866	0.235258	0.114702	1.000000	0.123016	0.133590	0.161689	0.232651	0.148582	0.144130	0.049108	0.146474	0.067153	0.112541	0.109157	0.144973	0.109670	0.082772	0.171000	0.088189	0.104852	0.120078	0.081604	0.202441	0.107285	0.130269	0.130225	0.122048	0.119482	0.119595	0.181395	0.126867	0.118426	0.104029	0.056339	0.099931	0.138711	0.167337	0.120023	0.162931	0.113320	0.127827	0.138924	0.117708	0.100288	0.083849	0.150835	0.106709	0.214081	0.095614	0.068677	0.161514	0.096548	0.131440	0.089152	0.188109	0.111024	0.085062	0.118966	0.101047	0.145197	0.157298	0.183317	0.140181	0.108156	0.205481	0.111336	0.129987	0.151319	0.250416	0.102941	0.157597	0.113551	0.176609	0.148393	0.122130	0.180023	0.146345	0.133628	0.098672	0.113411	0.235874	0.111633	0.147583	0.078259	0.198491	0.130579	0.163675	
fondness	0.090212	0.317649	0.330355	0.153630	0.128184	0.092093	0.121205	0.104552	0.128772	0.072999	0.155463	0.139249	0.117308	0.050088	0.123209	0.129428	0.159600	0.088315	0.093043	0.056797	0.191394	0.084422	0.118728	0.089848	0.132065	0.121677	0.070882	0.147196	0.106274	0.103506	0.052709	0.166273	0.129445	0.126033	0.087070	0.099749	0.156099	0.070894	0.121104	0.086638	0.165718	0.112519	0.130575	0.143444	0.148531	0.171595	0.089529	0.123016	1.000000	0.090961	0.107792	0.130858	0.127090	0.114754	0.047556	0.133054	0.087515	0.083331	0.086541	0.123322	0.086790	0.106964	0.134897	0.068650	0.097989	0.127835	0.059850	0.110321	0.084468	0.131374	0.077747	0.220941	0.145604	0.131796	0.128400	0.125308	0.089340	0.083094	0.063795	0.089634	0.159947	0.102146	0.373131	0.145815	0.117435	0.208115	0.195479	0.125667	0.106183	0.121232	0.060295	0.082643	0.109313	0.093314	0.040350	0.183335	0.078546	0.107736	0.088898	0.115212	0.126630	0.070160	0.098100	0.084490	0.098603	0.111506	0.144325	0.141630	0.079598	0.098291	0.086954	0.142377	0.151774	0.111066	0.095577	0.116643	0.107096	0.337801	0.110536	0.078931	0.136668	0.143304	0.099712	0.088667	0.128159	0.144876	0.109313	0.128291	0.089293	0.070578	0.133350	0.123767	
fright  	0.138750	0.134325	0.102126	0.126473	0.105787	0.085088	0.289091	0.105717	0.151931	0.123126	0.143724	0.149713	0.283231	0.203527	0.236300	0.127676	0.083900	0.112403	0.110362	0.075990	0.099614	0.155878	0.163157	0.092102	0.120151	0.116603	0.093098	0.092314	0.131947	0.101001	0.110131	0.122329	0.222532	0.135002	0.100180	0.281577	0.123422	0.086487	0.165442	0.073663	0.136671	0.135631	0.134747	0.141073	0.166231	0.173243	0.423836	0.133590	0.090961	1.000000	0.123439	0.131670	0.133423	0.133709	0.062942	0.130692	0.058926	0.098008	0.053054	0.090221	0.108469	0.099524	0.157086	0.066162	0.115302	0.105097	0.170605	0.117801	0.129657	0.136607	0.148206	0.075945	0.133260	0.105652	0.134091	0.110190	0.098388	0.107263	0.070852	0.102998	0.231698	0.103878	0.084654	0.172963	0.093225	0.109245	0.123955	0.112136	0.086686	0.231600	0.082262	0.087638	0.125688	0.124829	0.154618	0.119958	0.115164	0.117474	0.084864	0.165528	0.113625	0.076763	0.097070	0.109406	0.131872	0.127363	0.177254	0.185496	0.081557	0.084775	0.106918	0.224438	0.163090	0.132254	0.100460	0.156365	0.099379	0.132586	0.160675	0.204321	0.135037	0.103868	0.090060	0.153332	0.104972	0.118897	0.087864	0.136667	0.142310	0.075992	0.084818	0.102769	
